sulfur,S_percent,carbon,nitrogen,N_percent,C_percent,site,type,species,max_forklength,my_rep,details,tray,UID,project,collection
NA,NA,-21.76,14.42,13.82,45.63,PL,Fish,G.affinis,36,1,NA,TERRG-21-28,TERRG_2020_09_PL_Fish_G.affinis_36_1,TERRG,2020-09-15
NA,NA,-22.06,14.96,13.76,46.38,PL,Fish,G.affinis,36,2,NA,TERRG-21-28,TERRG_2020_09_PL_Fish_G.affinis_36_2,TERRG,2020-09-15
NA,NA,-20.28,14.35,11.93,39.53,PL,Fish,G.affinis,33,3,NA,TERRG-21-28,TERRG_2020_09_PL_Fish_G.affinis_33_3,TERRG,2020-09-15
NA,NA,-22.06,14.18,13.12,43.55,PL,Fish,G.affinis,30,4,NA,TERRG-21-28,TERRG_2020_09_PL_Fish_G.affinis_30_4,TERRG,2020-09-15
NA,NA,-21.99,12.91,12.55,42.1,PL,Fish,G.affinis,26,5,NA,TERRG-21-28,TERRG_2020_09_PL_Fish_G.affinis_26_5,TERRG,2020-09-15
NA,NA,-26.15,8.66,13.95,44.55,GC,Fish,L.auritus,200,1,NA,TERRG-21-28,TERRG_2020_09_GC_Fish_L.auritus_200_1,TERRG,2020-09-15
NA,NA,-29.6,10.08,9.77,32.13,GC,Fish,L.auritus,127,2,NA,TERRG-21-28,TERRG_2020_09_GC_Fish_L.auritus_127_2,TERRG,2020-09-15
NA,NA,-27.71,9.01,13.87,45.12,GC,Fish,L.auritus,124,3,NA,TERRG-21-28,TERRG_2020_09_GC_Fish_L.auritus_124_3,TERRG,2020-09-15
NA,NA,-31.35,8.79,14.1,45.55,GC,Fish,L.auritus,80,4,NA,TERRG-21-28,TERRG_2020_09_GC_Fish_L.auritus_80_4,TERRG,2020-09-15
NA,NA,-30.15,9.4,13.95,45.58,GC,Fish,L.auritus,82,5,NA,TERRG-21-28,TERRG_2020_09_GC_Fish_L.auritus_82_5,TERRG,2020-09-15
NA,NA,-30.34,8.66,14.15,45.62,GC,Fish,L.auritus,88,6,NA,TERRG-21-28,TERRG_2020_09_GC_Fish_L.auritus_88_6,TERRG,2020-09-15
NA,NA,-30.92,8.97,14.1,45.8,GC,Fish,L.auritus,82,7,NA,TERRG-21-28,TERRG_2020_09_GC_Fish_L.auritus_82_7,TERRG,2020-09-15
NA,NA,-29.91,10.02,13.85,45.35,GC,Fish,L.auritus,73,8,NA,TERRG-21-28,TERRG_2020_09_GC_Fish_L.auritus_73_8,TERRG,2020-09-15
NA,NA,-31.41,9.19,14.1,45.18,GC,Fish,L.auritus,74,9,NA,TERRG-21-28,TERRG_2020_09_GC_Fish_L.auritus_74_9,TERRG,2020-09-15
NA,NA,-30.86,13.37,14.11,45.94,GC,Fish,L.auritus,76,0,NA,TERRG-21-28,TERRG_2020_09_GC_Fish_L.auritus_76_0,TERRG,2020-09-15
NA,NA,-26.47,8.84,13.37,43.13,GC,Fish,L.miniatus,101,1,NA,TERRG-21-28,TERRG_2020_09_GC_Fish_L.miniatus_101_1,TERRG,2020-09-15
NA,NA,-27.25,9.84,14.03,45.29,GC,Fish,L.miniatus,87,2,NA,TERRG-21-28,TERRG_2020_09_GC_Fish_L.miniatus_87_2,TERRG,2020-09-15
NA,NA,-29.9,8.82,14.13,45.96,GC,Fish,L.miniatus,81,3,NA,TERRG-21-28,TERRG_2020_09_GC_Fish_L.miniatus_81_3,TERRG,2020-09-15
NA,NA,-29.6,13.78,13.9,44.99,GC,Fish,L.miniatus,67,4,NA,TERRG-21-28,TERRG_2020_09_GC_Fish_L.miniatus_67_4,TERRG,2020-09-15
NA,NA,-29.29,9.33,13.99,45.38,GC,Fish,L.miniatus,72,5,NA,TERRG-21-28,TERRG_2020_09_GC_Fish_L.miniatus_72_5,TERRG,2020-09-15
NA,NA,-30.31,11.83,14.4,46.01,GC,Fish,M.salmoides,209,1,NA,TERRG-21-28,TERRG_2020_09_GC_Fish_M.salmoides_209_1,TERRG,2020-09-15
NA,NA,-29.46,12.13,14.24,45.8,GC,Fish,M.salmoides,90,2,NA,TERRG-21-28,TERRG_2020_09_GC_Fish_M.salmoides_90_2,TERRG,2020-09-15
NA,NA,-29.38,11.04,14.27,46.11,GC,Fish,M.salmoides,71,3,NA,TERRG-21-28,TERRG_2020_09_GC_Fish_M.salmoides_71_3,TERRG,2020-09-15
NA,NA,-24.63,8.92,14.25,45.41,GC,Fish,L.cyanellus,136,1,NA,TERRG-21-28,TERRG_2020_09_GC_Fish_L.cyanellus_136_1,TERRG,2020-09-15
NA,NA,-29.73,8.81,13.06,41.79,GC,Fish,L.microlophus,133,1,NA,TERRG-21-29,TERRG_2020_09_GC_Fish_L.microlophus_133_1,TERRG,2020-09-15
NA,NA,-31.14,9.37,13.76,44.33,GC,Fish,L.microlophus,115,2,NA,TERRG-21-29,TERRG_2020_09_GC_Fish_L.microlophus_115_2,TERRG,2020-09-15
NA,NA,-31.04,10.6,13.88,44.53,GC,Fish,L.microlophus,97,3,NA,TERRG-21-29,TERRG_2020_09_GC_Fish_L.microlophus_97_3,TERRG,2020-09-15
NA,NA,0,0,0,0,GC,Fish,L.microlophus,82,4,NA,TERRG-21-29,TERRG_2020_09_GC_Fish_L.microlophus_82_4,TERRG,2020-09-15
NA,NA,-31.1,9.36,13.82,44.57,GC,Fish,L.microlophus,76,5,NA,TERRG-21-29,TERRG_2020_09_GC_Fish_L.microlophus_76_5,TERRG,2020-09-15
NA,NA,-31.08,9.28,13.75,44.33,GC,Fish,L.macrochirus,98,1,NA,TERRG-21-29,TERRG_2020_09_GC_Fish_L.macrochirus_98_1,TERRG,2020-09-15
NA,NA,-29.52,11,13.66,44.35,GC,Fish,L.macrochirus,95,2,NA,TERRG-21-29,TERRG_2020_09_GC_Fish_L.macrochirus_95_2,TERRG,2020-09-15
NA,NA,-31.12,9.58,13.79,44.93,GC,Fish,L.macrochirus,88,3,NA,TERRG-21-29,TERRG_2020_09_GC_Fish_L.macrochirus_88_3,TERRG,2020-09-15
NA,NA,-32.02,11.33,14.12,45.81,GC,Fish,L.macrochirus,88,4,NA,TERRG-21-29,TERRG_2020_09_GC_Fish_L.macrochirus_88_4,TERRG,2020-09-15
NA,NA,-30.41,9.57,14.32,46.63,GC,Fish,L.macrochirus,87,5,NA,TERRG-21-29,TERRG_2020_09_GC_Fish_L.macrochirus_87_5,TERRG,2020-09-15
NA,NA,-32.03,10.37,13.88,45.09,GC,Fish,L.macrochirus,77,6,NA,TERRG-21-29,TERRG_2020_09_GC_Fish_L.macrochirus_77_6,TERRG,2020-09-15
NA,NA,-31.5,9.42,13.92,45.23,GC,Fish,L.macrochirus,79,7,NA,TERRG-21-29,TERRG_2020_09_GC_Fish_L.macrochirus_79_7,TERRG,2020-09-15
NA,NA,-33.68,13.95,14.05,45.71,GC,Fish,L.macrochirus,82,8,NA,TERRG-21-29,TERRG_2020_09_GC_Fish_L.macrochirus_82_8,TERRG,2020-09-15
NA,NA,-32.2,9.89,14.24,45.99,GC,Fish,L.macrochirus,77,9,NA,TERRG-21-29,TERRG_2020_09_GC_Fish_L.macrochirus_77_9,TERRG,2020-09-15
NA,NA,-28.75,9.8,13.57,44.4,GC,Fish,L.macrochirus,67,0,NA,TERRG-21-29,TERRG_2020_09_GC_Fish_L.macrochirus_67_0,TERRG,2020-09-15
NA,NA,-28.24,9.61,13.55,45.8,GC,Fish,N.texanus,58,1,NA,TERRG-21-29,TERRG_2020_09_GC_Fish_N.texanus_58_1,TERRG,2020-09-15
NA,NA,-28.82,9.98,13.93,46.26,GC,Fish,N.texanus,60,2,NA,TERRG-21-29,TERRG_2020_09_GC_Fish_N.texanus_60_2,TERRG,2020-09-15
NA,NA,-29.83,13.48,14.06,45.02,GC,Fish,L.gulosus,109,1,NA,TERRG-21-29,TERRG_2020_09_GC_Fish_L.gulosus_109_1,TERRG,2020-09-15
NA,NA,-30.48,14.68,14.01,45.39,GC,Fish,L.gulosus,70,2,NA,TERRG-21-29,TERRG_2020_09_GC_Fish_L.gulosus_70_2,TERRG,2020-09-15
NA,NA,0,0,0,0,GC,Fish,L.gulosus,69,3,NA,TERRG-21-29,TERRG_2020_09_GC_Fish_L.gulosus_69_3,TERRG,2020-09-15
NA,NA,-26.28,8.64,14.27,45.96,GC,Fish,L.megalotis,135,1,NA,TERRG-21-29,TERRG_2020_09_GC_Fish_L.megalotis_135_1,TERRG,2020-09-15
NA,NA,-26.71,8.49,14.13,45.14,GC,Fish,L.megalotis,125,2,NA,TERRG-21-29,TERRG_2020_09_GC_Fish_L.megalotis_125_2,TERRG,2020-09-15
NA,NA,-28.05,9.31,14.04,45.81,GC,Fish,L.megalotis,115,3,NA,TERRG-21-29,TERRG_2020_09_GC_Fish_L.megalotis_115_3,TERRG,2020-09-15
NA,NA,-27.31,8.69,14.11,46.21,GC,Fish,L.megalotis,112,4,NA,TERRG-21-29,TERRG_2020_09_GC_Fish_L.megalotis_112_4,TERRG,2020-09-15
NA,NA,-28.49,9.3,14.24,46.3,GC,Fish,L.megalotis,108,5,NA,TERRG-21-29,TERRG_2020_09_GC_Fish_L.megalotis_108_5,TERRG,2020-09-15
NA,NA,-29.97,9.71,14.21,46.04,GC,Fish,L.megalotis,99,6,NA,TERRG-21-29,TERRG_2020_09_GC_Fish_L.megalotis_99_6,TERRG,2020-09-15
NA,NA,-30.52,9.65,14.28,46.58,GC,Fish,L.megalotis,82,7,NA,TERRG-21-29,TERRG_2020_09_GC_Fish_L.megalotis_82_7,TERRG,2020-09-15
NA,NA,-29.7,9.5,13.93,45.22,GC,Fish,L.megalotis,82,8,NA,TERRG-21-29,TERRG_2020_09_GC_Fish_L.megalotis_82_8,TERRG,2020-09-15
NA,NA,-26.47,8.8,13.59,44.34,PD,Fish,H.cyanoguttatus,151,1,NA,TERRG-21-29,TERRG_2020_09_PD_Fish_H.cyanoguttatus_151_1,TERRG,2020-09-15
NA,NA,-26.61,7.96,13.71,44.77,PD,Fish,H.cyanoguttatus,150,2,NA,TERRG-21-29,TERRG_2020_09_PD_Fish_H.cyanoguttatus_150_2,TERRG,2020-09-15
NA,NA,-26.82,9.41,13.07,42.47,PD,Fish,H.cyanoguttatus,135,3,NA,TERRG-21-29,TERRG_2020_09_PD_Fish_H.cyanoguttatus_135_3,TERRG,2020-09-15
NA,NA,-25.55,9.1,13.96,45.27,PD,Fish,H.cyanoguttatus,96,4,NA,TERRG-21-29,TERRG_2020_09_PD_Fish_H.cyanoguttatus_96_4,TERRG,2020-09-15
NA,NA,-24.58,9.54,13.82,45.71,PD,Fish,H.cyanoguttatus,52,5,NA,TERRG-21-29,TERRG_2020_09_PD_Fish_H.cyanoguttatus_52_5,TERRG,2020-09-15
NA,NA,-24.21,9.68,13.26,44.09,PD,Fish,H.cyanoguttatus,47,6,NA,TERRG-21-29,TERRG_2020_09_PD_Fish_H.cyanoguttatus_47_6,TERRG,2020-09-15
NA,NA,-24.68,9.54,13.73,44.64,PD,Fish,H.cyanoguttatus,47,7,NA,TERRG-21-29,TERRG_2020_09_PD_Fish_H.cyanoguttatus_47_7,TERRG,2020-09-15
NA,NA,-23.35,9.54,13.66,44.72,PD,Fish,H.cyanoguttatus,36,8,NA,TERRG-21-29,TERRG_2020_09_PD_Fish_H.cyanoguttatus_36_8,TERRG,2020-09-15
NA,NA,-27.92,9.57,11.57,40.25,PD,Fish,H.cyanoguttatus,29,9,NA,TERRG-21-29,TERRG_2020_09_PD_Fish_H.cyanoguttatus_29_9,TERRG,2020-09-15
NA,NA,-24.62,10.63,13.93,45.11,PD,Fish,L.auritus,152,1,NA,TERRG-21-29,TERRG_2020_09_PD_Fish_L.auritus_152_1,TERRG,2020-09-15
NA,NA,-26.07,9.97,14.17,45.11,PD,Fish,L.auritus,152,2,NA,TERRG-21-29,TERRG_2020_09_PD_Fish_L.auritus_152_2,TERRG,2020-09-15
NA,NA,-27.48,9.73,15.07,45.08,PD,Fish,L.auritus,144,3,NA,TERRG-21-30,TERRG_2020_09_PD_Fish_L.auritus_144_3,TERRG,2020-09-15
NA,NA,-27.55,9.73,14.33,45.87,PD,Fish,L.auritus,147,4,NA,TERRG-21-30,TERRG_2020_09_PD_Fish_L.auritus_147_4,TERRG,2020-09-15
NA,NA,-24.68,10.51,14.62,45.96,PD,Fish,L.auritus,137,5,NA,TERRG-21-30,TERRG_2020_09_PD_Fish_L.auritus_137_5,TERRG,2020-09-15
NA,NA,-28.1,9.43,14.08,45.67,PD,Fish,L.auritus,117,6,NA,TERRG-21-30,TERRG_2020_09_PD_Fish_L.auritus_117_6,TERRG,2020-09-15
NA,NA,-26.71,10.14,14.15,45.94,PD,Fish,L.auritus,125,7,NA,TERRG-21-30,TERRG_2020_09_PD_Fish_L.auritus_125_7,TERRG,2020-09-15
NA,NA,-27.82,9.66,14.01,45.1,PD,Fish,L.auritus,136,8,NA,TERRG-21-30,TERRG_2020_09_PD_Fish_L.auritus_136_8,TERRG,2020-09-15
NA,NA,-26.75,8.6,14.09,45.49,PD,Fish,L.auritus,89,9,NA,TERRG-21-30,TERRG_2020_09_PD_Fish_L.auritus_89_9,TERRG,2020-09-15
NA,NA,-25.66,9.18,14.29,45.32,PD,Fish,L.auritus,70,0,NA,TERRG-21-30,TERRG_2020_09_PD_Fish_L.auritus_70_0,TERRG,2020-09-15
NA,NA,-25.96,11.86,14.23,45.78,PD,Fish,M.salmoides,125,1,NA,TERRG-21-30,TERRG_2020_09_PD_Fish_M.salmoides_125_1,TERRG,2020-09-15
NA,NA,-26.53,11.61,13.93,44.69,PD,Fish,M.salmoides,111,2,NA,TERRG-21-30,TERRG_2020_09_PD_Fish_M.salmoides_111_2,TERRG,2020-09-15
NA,NA,-24.36,11.65,13.79,44.92,PD,Fish,M.salmoides,85,3,NA,TERRG-21-30,TERRG_2020_09_PD_Fish_M.salmoides_85_3,TERRG,2020-09-15
NA,NA,-25.49,11.75,14.12,45.35,PD,Fish,M.salmoides,73,4,NA,TERRG-21-30,TERRG_2020_09_PD_Fish_M.salmoides_73_4,TERRG,2020-09-15
NA,NA,-25.18,11.7,13.77,45.34,PD,Fish,M.salmoides,66,5,NA,TERRG-21-30,TERRG_2020_09_PD_Fish_M.salmoides_66_5,TERRG,2020-09-15
NA,NA,-25.77,10.77,14.57,46.74,PD,Fish,L.gulosus,165,1,NA,TERRG-21-30,TERRG_2020_09_PD_Fish_L.gulosus_165_1,TERRG,2020-09-15
NA,NA,-28.39,10.54,14.25,45.94,PD,Fish,L.gulosus,86,2,NA,TERRG-21-30,TERRG_2020_09_PD_Fish_L.gulosus_86_2,TERRG,2020-09-15
NA,NA,-21.9,11.21,14.31,45.54,PD,Fish,L.cyanellus,165,1,NA,TERRG-21-30,TERRG_2020_09_PD_Fish_L.cyanellus_165_1,TERRG,2020-09-15
NA,NA,-22.6,10.78,14.13,45.73,PD,Fish,L.cyanellus,125,2,NA,TERRG-21-30,TERRG_2020_09_PD_Fish_L.cyanellus_125_2,TERRG,2020-09-15
NA,NA,-22.9,10.69,14.54,46.3,PD,Fish,L.cyanellus,113,3,NA,TERRG-21-30,TERRG_2020_09_PD_Fish_L.cyanellus_113_3,TERRG,2020-09-15
NA,NA,-27.5,10.1,13.83,44.59,PD,Fish,L.cyanellus,77,4,NA,TERRG-21-30,TERRG_2020_09_PD_Fish_L.cyanellus_77_4,TERRG,2020-09-15
NA,NA,-26.45,9.62,14.12,45.75,PD,Fish,L.cyanellus,68,5,NA,TERRG-21-30,TERRG_2020_09_PD_Fish_L.cyanellus_68_5,TERRG,2020-09-15
NA,NA,-26.21,9.41,13.91,46.18,PD,Fish,L.cyanellus,66,6,NA,TERRG-21-30,TERRG_2020_09_PD_Fish_L.cyanellus_66_6,TERRG,2020-09-15
NA,NA,-25.52,9.18,13.92,45.77,PD,Fish,L.cyanellus,39,7,NA,TERRG-21-30,TERRG_2020_09_PD_Fish_L.cyanellus_39_7,TERRG,2020-09-15
NA,NA,-25,9.89,13.55,44.32,PD,Fish,L.cyanellus,38,8,NA,TERRG-21-30,TERRG_2020_09_PD_Fish_L.cyanellus_38_8,TERRG,2020-09-15
NA,NA,-23.19,10.71,14.43,46.12,PD,Fish,L.macrochirus,139,1,NA,TERRG-21-30,TERRG_2020_09_PD_Fish_L.macrochirus_139_1,TERRG,2020-09-15
NA,NA,-26.41,10.18,14.4,45.83,PD,Fish,L.macrochirus,101,2,NA,TERRG-21-30,TERRG_2020_09_PD_Fish_L.macrochirus_101_2,TERRG,2020-09-15
NA,NA,-28.03,9.14,14.23,45.35,PD,Fish,L.macrochirus,92,3,NA,TERRG-21-30,TERRG_2020_09_PD_Fish_L.macrochirus_92_3,TERRG,2020-09-15
NA,NA,-26.59,8.9,14.22,46.32,PD,Fish,L.macrochirus,92,4,NA,TERRG-21-30,TERRG_2020_09_PD_Fish_L.macrochirus_92_4,TERRG,2020-09-15
NA,NA,-27.11,9.63,13.9,45.39,PD,Fish,L.macrochirus,86,5,NA,TERRG-21-30,TERRG_2020_09_PD_Fish_L.macrochirus_86_5,TERRG,2020-09-15
NA,NA,-25.67,9.87,13.92,46.24,PD,Fish,L.macrochirus,38,6,NA,TERRG-21-30,TERRG_2020_09_PD_Fish_L.macrochirus_38_6,TERRG,2020-09-15
NA,NA,-25.61,9.58,13.3,43.74,PD,Fish,L.macrochirus,36,7,NA,TERRG-21-30,TERRG_2020_09_PD_Fish_L.macrochirus_36_7,TERRG,2020-09-15
NA,NA,-25.22,9.67,12.16,39.17,PD,Fish,L.macrochirus,31,8,NA,TERRG-21-30,TERRG_2020_09_PD_Fish_L.macrochirus_31_8,TERRG,2020-09-15
NA,NA,-25.73,10.13,12.89,43.43,PD,Fish,L.macrochirus,28,9,NA,TERRG-21-30,TERRG_2020_09_PD_Fish_L.macrochirus_28_9,TERRG,2020-09-15
NA,NA,-26.63,10.12,14.26,45.63,PD,Fish,L.microlophus,146,1,NA,TERRG-21-30,TERRG_2020_09_PD_Fish_L.microlophus_146_1,TERRG,2020-09-15
NA,NA,-21.92,10.88,14.21,45.74,PD,Fish,L.hybrid,135,1,NA,TERRG-21-30,TERRG_2020_09_PD_Fish_L.hybrid_135_1,TERRG,2020-09-15
NA,NA,-27.14,8.91,13.94,45.22,PD,Fish,L.hybrid,95,2,NA,TERRG-21-30,TERRG_2020_09_PD_Fish_L.hybrid_95_2,TERRG,2020-09-15
NA,NA,-25.95,9.06,13.85,44.88,PD,Fish,L.hybrid,92,3,NA,TERRG-21-30,TERRG_2020_09_PD_Fish_L.hybrid_92_3,TERRG,2020-09-15
NA,NA,-27.24,9.07,14.03,45.53,PD,Fish,L.hybrid,60,4,NA,TERRG-21-30,TERRG_2020_09_PD_Fish_L.hybrid_60_4,TERRG,2020-09-15
NA,NA,-26.16,9.18,14.22,46.17,PD,Fish,L.hybrid,83,5,NA,TERRG-21-30,TERRG_2020_09_PD_Fish_L.hybrid_83_5,TERRG,2020-09-15
NA,NA,-27.32,8.76,14.11,45.53,PD,Fish,L.hybrid,80,6,NA,TERRG-21-30,TERRG_2020_09_PD_Fish_L.hybrid_80_6,TERRG,2020-09-15
NA,NA,-27.91,8.77,14.06,44.91,PD,Fish,L.hybrid,92,7,NA,TERRG-21-31,TERRG_2020_09_PD_Fish_L.hybrid_92_7,TERRG,2020-09-15
NA,NA,-27.42,9.09,13.85,45.08,PD,Fish,L.hybrid,80,8,NA,TERRG-21-31,TERRG_2020_09_PD_Fish_L.hybrid_80_8,TERRG,2020-09-15
NA,NA,-26.82,9.46,13.36,43.76,PD,Fish,L.hybrid,71,9,NA,TERRG-21-31,TERRG_2020_09_PD_Fish_L.hybrid_71_9,TERRG,2020-09-15
NA,NA,-28.07,9.18,14.09,45.6,PD,Fish,L.hybrid,63,0,NA,TERRG-21-31,TERRG_2020_09_PD_Fish_L.hybrid_63_0,TERRG,2020-09-15
NA,NA,-22.47,9.72,14.06,45.58,PD,Fish,F.notatus,72,1,NA,TERRG-21-31,TERRG_2020_09_PD_Fish_F.notatus_72_1,TERRG,2020-09-15
NA,NA,-21.69,10.09,13.8,44.79,PD,Fish,F.notatus,53,2,NA,TERRG-21-31,TERRG_2020_09_PD_Fish_F.notatus_53_2,TERRG,2020-09-15
NA,NA,-22.66,10.03,13.17,43.85,PD,Fish,F.notatus,49,3,NA,TERRG-21-31,TERRG_2020_09_PD_Fish_F.notatus_49_3,TERRG,2020-09-15
NA,NA,-23.19,9.65,12.27,41.36,PD,Fish,F.chrysotus,35,1,NA,TERRG-21-31,TERRG_2020_09_PD_Fish_F.chrysotus_35_1,TERRG,2020-09-15
NA,NA,-22.87,10.75,12.39,41.11,PD,Fish,G.affinis,39,1,NA,TERRG-21-31,TERRG_2020_09_PD_Fish_G.affinis_39_1,TERRG,2020-09-15
NA,NA,-23.26,10.1,11.86,39.03,PD,Fish,G.affinis,36,2,NA,TERRG-21-31,TERRG_2020_09_PD_Fish_G.affinis_36_2,TERRG,2020-09-15
NA,NA,-23.59,10.65,13.55,46.02,PD,Fish,G.affinis,34,3,NA,TERRG-21-31,TERRG_2020_09_PD_Fish_G.affinis_34_3,TERRG,2020-09-15
NA,NA,-24.36,10.48,12.56,41.96,PD,Fish,G.affinis,36,4,NA,TERRG-21-31,TERRG_2020_09_PD_Fish_G.affinis_36_4,TERRG,2020-09-15
NA,NA,-22.03,10.54,13.65,44.6,PD,Fish,G.affinis,40,5,NA,TERRG-21-31,TERRG_2020_09_PD_Fish_G.affinis_40_5,TERRG,2020-09-15
NA,NA,-22.77,8.04,13.54,45.37,PD,Fish,P.latipinna,36,1,NA,TERRG-21-31,TERRG_2020_09_PD_Fish_P.latipinna_36_1,TERRG,2020-09-15
NA,NA,-22.63,8.38,13.54,44.85,PD,Fish,P.latipinna,36,2,NA,TERRG-21-31,TERRG_2020_09_PD_Fish_P.latipinna_36_2,TERRG,2020-09-15
4.02,0.68,-28.55520657,14.23674433,12.31,46.7,AR,Invertebrate,aeshnid,NA,1,NA,NA,TERRG_2020_01_AR_Invertebrate_aeshnid_NA_1,TERRG,2020-01-15
5.33,1.12,-26.02667376,14.26337837,13.09,45.57,AR,Invertebrate,cambarid,NA,1,NA,NA,TERRG_2020_01_AR_Invertebrate_cambarid_NA_1,TERRG,2020-01-15
4.41,0.86,-26.12460155,15.32730227,12.64,46.39,AR,Invertebrate,coenagrionid,NA,1,NA,NA,TERRG_2020_01_AR_Invertebrate_coenagrionid_NA_1,TERRG,2020-01-15
15.68,0.45,-18.79003133,8.459668047,3.25,20.96,CB,Invertebrate,rharrisii,NA,1,NA,NA,TERRG_2020_01_CB_Invertebrate_rharrisii_NA_1,TERRG,2020-01-15
10.98,0.5,-31.34782979,4.488636664,11.61,50.42,EM,Invertebrate,belastomatid,NA,1,NA,NA,TERRG_2020_01_EM_Invertebrate_belastomatid_NA_1,TERRG,2020-01-15
8.3,0.97,-25.87792678,12.99359629,13.96,46.08,EM,Invertebrate,cambarid,NA,1,NA,NA,TERRG_2020_01_EM_Invertebrate_cambarid_NA_1,TERRG,2020-01-15
8.4,0.95,-27.3327945,13.24956823,13.13,43.68,EM,Invertebrate,cambarid,NA,2,NA,NA,TERRG_2020_01_EM_Invertebrate_cambarid_NA_2,TERRG,2020-01-15
8.34,0.97,-25.99203405,13.20421887,14.75,48.9,EM,Invertebrate,cambarid,NA,3,NA,NA,TERRG_2020_01_EM_Invertebrate_cambarid_NA_3,TERRG,2020-01-15
8.59,0.7,-31.75370181,15.03492922,12.05,41.68,EM,Invertebrate,coenagrionid,NA,1,NA,NA,TERRG_2020_01_EM_Invertebrate_coenagrionid_NA_1,TERRG,2020-01-15
7.13,0.58,-28.97875003,12.92725455,11.57,43.69,EM,Invertebrate,gomphid,NA,1,NA,NA,TERRG_2020_01_EM_Invertebrate_gomphid_NA_1,TERRG,2020-01-15
8.05,0.71,-30.93685745,13.0975888,10.21,38.68,EM,Invertebrate,hyalellid,NA,1,NA,NA,TERRG_2020_01_EM_Invertebrate_hyalellid_NA_1,TERRG,2020-01-15
8.8,0.5,-21.03670172,6.802470478,11.06,47.94,EM,Invertebrate,nepid,NA,1,NA,NA,TERRG_2020_01_EM_Invertebrate_nepid_NA_1,TERRG,2020-01-15
8.1,0.95,-29.35599981,15.89843967,13.63,45.71,EM,Invertebrate,palaemonid,NA,1,NA,NA,TERRG_2020_01_EM_Invertebrate_palaemonid_NA_1,TERRG,2020-01-15
8.1,0.95,-29.3793972,16.26457815,13.86,46.06,EM,Invertebrate,palaemonid,NA,1,NA,NA,TERRG_2020_01_EM_Invertebrate_palaemonid_NA_1,TERRG,2020-01-15
9.82,0.7,-28.90763199,13.56811056,6.69,31.23,EM,Invertebrate,physid,NA,1,NA,NA,TERRG_2020_01_EM_Invertebrate_physid_NA_1,TERRG,2020-01-15
9.11,0.66,-33.47415754,13.45983996,8.69,33.1,EM,Invertebrate,planorbid,NA,1,NA,NA,TERRG_2020_01_EM_Invertebrate_planorbid_NA_1,TERRG,2020-01-15
3.71,0.72,-35.44192237,14.33814725,10.87,39.96,GC,Invertebrate,baetid,NA,1,NA,NA,TERRG_2020_01_GC_Invertebrate_baetid_NA_1,TERRG,2020-01-15
2.66,0.65,-32.08149088,9.332391287,7.95,38.61,GC,Invertebrate,cambarid,NA,1,NA,NA,TERRG_2020_01_GC_Invertebrate_cambarid_NA_1,TERRG,2020-01-15
1.14,0.7,-31.52725556,6.216386371,9.75,41.13,GC,Invertebrate,cambarid,NA,2,NA,NA,TERRG_2020_01_GC_Invertebrate_cambarid_NA_2,TERRG,2020-01-15
1.4,0.58,-31.21835924,10.96470964,11.62,44.18,GC,Invertebrate,coenagrionid,NA,1,NA,NA,TERRG_2020_01_GC_Invertebrate_coenagrionid_NA_1,TERRG,2020-01-15
-0.57,0.59,-31.26441301,5.108953924,11.69,45.2,GC,Invertebrate,corduliid,NA,1,NA,NA,TERRG_2020_01_GC_Invertebrate_corduliid_NA_1,TERRG,2020-01-15
0.11,0.55,-29.6165088,9.220838991,11.15,46.26,GC,Invertebrate,gomphid,NA,1,NA,NA,TERRG_2020_01_GC_Invertebrate_gomphid_NA_1,TERRG,2020-01-15
2.13,0.83,-33.93816316,10.18650708,11.17,42,GC,Invertebrate,hyalellid,NA,1,NA,NA,TERRG_2020_01_GC_Invertebrate_hyalellid_NA_1,TERRG,2020-01-15
2.52,0.94,-30.91902304,10.83496675,12.06,40.26,GC,Invertebrate,palaemonid,NA,1,NA,NA,TERRG_2020_01_GC_Invertebrate_palaemonid_NA_1,TERRG,2020-01-15
2.76,0.87,-30.91189134,8.304472459,12.65,42.8,GC,Invertebrate,palaemonid,NA,2,NA,NA,TERRG_2020_01_GC_Invertebrate_palaemonid_NA_2,TERRG,2020-01-15
0.69,0.97,-31.0117352,10.50240478,12.35,43.69,GC,Invertebrate,palaemonid,NA,3,NA,NA,TERRG_2020_01_GC_Invertebrate_palaemonid_NA_3,TERRG,2020-01-15
3.45,0.69,-25.56749719,7.179575173,9.46,41.38,LN,Invertebrate,chironomid,NA,1,NA,NA,TERRG_2020_01_LN_Invertebrate_chironomid_NA_1,TERRG,2020-01-15
10.52,0.96,-22.28558535,11.73993842,12,42.51,LN,Invertebrate,palaemonid,NA,1,NA,NA,TERRG_2020_01_LN_Invertebrate_palaemonid_NA_1,TERRG,2020-01-15
8.92,0.26,-20.99372802,11.43055501,3.87,23.22,LN,Invertebrate,rharrisii,NA,1,NA,NA,TERRG_2020_01_LN_Invertebrate_rharrisii_NA_1,TERRG,2020-01-15
11.53,0.28,-20.36919447,8.99882155,3.16,22.45,LN,Invertebrate,rharrisii,NA,2,NA,NA,TERRG_2020_01_LN_Invertebrate_rharrisii_NA_2,TERRG,2020-01-15
